clone.id	gene.name	unigene.id	genbank.acc
858911	DKFZP564M182	Hs.85963	AA776891
279077	FLJ21128	Hs.288389	N51702
241330		NA	NA
1879740		Hs.149881	AI288915
44292		Hs.101651	H06273
826089	CAMLG	Hs.13572	AA521411
1708595		Hs.146439	AI127342
205993	FLJ10290	Hs.25516	H60954
725126	ARTS-1	Hs.247043	AA404665
785540	FLJ20481	Hs.102500	AA450333
1877264		Hs.145950	AI276533
290680		Hs.43687	N67619
755363	FLJ22301	Hs.181406	AA410279
487317		Hs.62645	AA043799
417338		NA	NA
647397	MAPT	Hs.101174	AA199716
366315		Hs.106597	AA025746
242182		NA	NA
1521641		Hs.136888	AA902135
786053		Hs.17240	AA448653
1856915		Hs.145842	AI271427
37408		Hs.167398	R35394
46265		Hs.30895	H09077
210715		NA	NA
413056	FLJ21988	Hs.22158	AA707853
741954	SLC29A2	Hs.32951	AA401359
128811	AP2M1	Hs.152936	R10075
1660832		NA	NA
344405	LOC56998	Hs.99816	W73346
84287	FLJ10620	Hs.99445	T71169
1671156		Hs.146592	AI087038
724014		Hs.87464	AA235721
811910	KIAA0573	Hs.154023	AA454650
251645		Hs.42338	H97033
1603855		Hs.129137	AA988077
1869698		Hs.149148	AI245173
211581		NA	NA
1685642	PMP2	Hs.2868	AI089407
768059		Hs.173685	AA418914
1753055		Hs.145196	AI184614
379709	KIAA1497	Hs.126085	AA778089
193533		Hs.33962	H47541
1662010		Hs.231186	AI081784
25627		Hs.151010	R11783
325375		Hs.24192	W52186
1845574		NA	NA
852975		Hs.116624	AA668219
785941	ZNF278	Hs.27801	AA448571
32472	KIAA0376	Hs.4791	R17654
172495	KIAA0028	Hs.2450	H19822
123890		Hs.193702	R00574
1456406		Hs.127791	AA862977
1915185		Hs.158667	AI371390
156874		Hs.101539	R74041
1555380		Hs.128426	AA975173
1580194		Hs.127863	AA968462
1753509		NA	NA
430971		Hs.262034	AA678347
239615		Hs.269001	H79537
1897980		NA	NA
742904		Hs.288967	AA405814
1010136		NA	NA
1876487		NA	NA
1622265		NA	NA
305677		Hs.14658	N89973
1623085		Hs.203396	AA992185
307709		NA	NA
285680		Hs.110293	N67570
1682730		Hs.146933	AI168102
756763		Hs.191575	AA424898
1055760		NA	NA
625011		Hs.234773	AA181023
435524	EKI1	Hs.120439	AA701375
1435156		Hs.293647	AA858090
878280	CRMP1	Hs.155392	AA670279
1700074		Hs.269886	AI061455
1324626		Hs.130434	AA740464
208904		NA	NA
128137		Hs.186510	R09778
784593	ARHE	Hs.6838	AA443302
1534799		NA	NA
50431	KPNA1	Hs.169149	H17315
200608		Hs.191294	R99219
1570493		Hs.128437	AA932168
770854	PTP4A3	Hs.43666	AA427737
754929		Hs.98367	AA422036
593782		Hs.273829	AA159730
1843497	DNAJL1	Hs.13015	AI222069
435080	HSCP1	Hs.106747	AA701457
1542915		NA	NA
1631355	KIAA0100	Hs.151761	AI024502
41329		Hs.26580	R56813
1593585		Hs.130295	AI002484
1836765	ADAM18	Hs.127930	AI205675
433509		Hs.140198	AA699597
1753691		Hs.229303	AI217996
33930		Hs.22790	R19832
686664	FLJ20160	Hs.23412	AA259115
197176	GDI2	Hs.56845	R92806
784693	GTF2B	Hs.258561	AA443746
914045		Hs.115880	AA572700
1846691		Hs.250139	AI243267
1660303		Hs.132014	AI040213
2028493		NA	NA
1570902		Hs.126866	AA932755
770388	CLDN4	Hs.5372	AA427468
26482	FLJ22504	Hs.165983	R12731
1858326		Hs.146505	AI223854
469296		Hs.114777	AA026115
1570663	FKBP4	Hs.848	AA932521
951015		NA	NA
564428		NA	NA
1127838	FLJ10808	Hs.59838	AA653358
731154		Hs.98209	AA417211
1582475		NA	NA
139167	QKI	Hs.15020	R62996
740190		Hs.288961	AA477129
811754	KIAA1228	Hs.267690	AA443001
433490	CSNK1A1	Hs.283738	AA699578
1586199	ABCB8	Hs.118634	AA974073
882522	ASS	Hs.160786	AA676466
823718	CA6	Hs.100322	AA489653
141627	FLJ20037	Hs.10784	R69088
32522		Hs.100896	R18757
320509		NA	NA
1461592		Hs.157227	AA883773
449500		NA	NA
1901492	NCOA3	Hs.225977	AI302669
YOR116C	ORF	NA	NA
293097		Hs.167814	N68738
852947		NA	NA
1556806		Hs.178111	AA936476
66902		Hs.113069	T67444
1845074		Hs.132802	AI219483
1865560		Hs.145874	AI271965
269878	COX10	Hs.77513	N24880
1049185	XAGE-1	Hs.112208	AA620697
39884	IMPDH1	Hs.850	R52542
51981	RPL7A	Hs.99858	H23421
780997		NA	NA
187055	PDCD6IP	Hs.9663	R82990
416750		Hs.58873	W86521
1950961		Hs.127037	AI336306
1469184		NA	NA
241481	CASP10	Hs.5353	H80711
1637726		NA	NA
470227	NR1I3	Hs.83623	AA029093
1502351		Hs.130807	AA894865
452848	KIAA0132	Hs.57729	AA704816
853151	RPS16	Hs.80617	AA668301
743446		Hs.112696	AA609356
1942841		Hs.127030	AI206903
853505		NA	NA
1128414	HCLS1	Hs.14601	AA665912
YML054C	ORF	NA	NA
155916		Hs.117557	AI668565
80742		NA	NA
743415		Hs.112695	AA609343
261592		Hs.42570	H98757
271935	FLJ13089	Hs.285711	N35259
245853	AP2B1	Hs.74626	N52267
290180		Hs.48486	N62212
878506	TMSB4X	Hs.75968	AA775831
1901141	FLJ20967	Hs.17433	AI301512
1894503	ARSD	Hs.19978	AI291677
283360		NA	NA
809707	JUNB	Hs.198951	AA454711
1735961		NA	NA
80500	ESD	Hs.82193	T64482
1870985		Hs.145581	AI262805
201056		Hs.165551	H48281
489668		Hs.43761	AA099541
1561604	TSBP	Hs.57692	AA936514
81578	SEL1L	Hs.181300	T65844
1854038		Hs.303950	AI243632
140100	LOC55862	Hs.239218	R65792
814482		Hs.9851	AA459265
278504	KIAA0607	Hs.94653	N66139
290309		Hs.48988	N64479
147133		Hs.311794	R80264
1915159		Hs.156704	AI349090
772891	MP1	Hs.6361	AA428488
22137		Hs.187406	T64804
1703969		Hs.146884	AI160278
1293132		Hs.117218	AA682238
647435	KIAA1193	Hs.101891	AA199585
85582		Hs.8125	T72258
841314		Hs.323470	AA487077
1651552		Hs.50273	AI023382
814406		Hs.98539	AA458911
461930		NA	NA
1895427		Hs.149995	AI291418
1533709		Hs.126608	AA917693
50339	RALY	Hs.74111	H16780
1643121		Hs.123472	AI025509
392092	CDH4	Hs.89484	AI003692
221928		NA	NA
416452		Hs.58940	W86882
898001		NA	NA
703855		Hs.25328	AA278482
417084	KIAA1036	Hs.155182	W87810
195734		Hs.307546	R89066
1578931		Hs.292057	AA961190
1667317	SEL1L	Hs.181300	AI052118
211864	HSXIAPAF1	Hs.139262	H66704
214278		NA	NA
1680226		Hs.146840	AI083984
1551949	FLJ20618	Hs.52184	AA922537
71432		NA	NA
430830		Hs.269528	AA678176
417208	LOC51318	Hs.93814	W87916
810728		Hs.32343	AA457707
277021		Hs.44984	N39265
772962		Hs.44070	AA425193
432670		Hs.113160	AA700554
1292867		Hs.93130	AA776736
230251		Hs.321349	H93481
866716		NA	NA
1652939		Hs.25486	AI080999
307094	GCAT	Hs.54609	N93695
684979		Hs.161727	
339179		Hs.57787	W60473
233078	KIAA0329	Hs.11711	H75628
746204	FLJ10120	Hs.190488	AA417699
1610304		Hs.296031	AI001065
714162		Hs.89143	AA284986
380057	APPBP2	Hs.84084	AA046411
797000	TERE1	Hs.40834	AA463500
26387		Hs.21151	R12752
1755010		Hs.148456	AI198928
322643	CGI-44	Hs.8185	W15319
251806		Hs.235026	H96647
453083		Hs.24359	AA779293
1636707	EIF3S3	Hs.58189	AI017703
273636		Hs.269041	N36984
70384		Hs.100425	T54474
744907	KIAA0652	Hs.79672	AA625789
565021		Hs.203392	AA129468
244062	PRO2521	Hs.19054	N38810
1560519		Hs.132564	AA948611
214848		NA	NA
1292633		Hs.120363	AA719141
281035		Hs.46756	N47712
176904		NA	NA
450058		Hs.120925	AA703391
1551675		Hs.128927	AA922593
1558233		Hs.7413	AA975538
1701827		NA	NA
713087	FLJ13046	Hs.117102	AA282922
278386	ZHX1	Hs.12940	N66085
1010364		Hs.228977	AA229894
155434	PSMA2	Hs.181309	R71913
343079		Hs.6272	W67139
1573590		Hs.179172	AA962485
897910	OSF-2	Hs.136348	AA598653
454486		Hs.269518	AA677336
66377		Hs.12970	T66906
768395		Hs.33905	AA495819
1711251		Hs.308058	AI138628
878836	SGNE1	Hs.2265	AA670429
966738		Hs.222221	AA505898
37820		Hs.300816	R59359
1502134		NA	NA
361807	GNAT1	Hs.51147	W92431
450353		Hs.187459	AA703640
36493	NAGA	Hs.75372	R25825
1505405		Hs.86828	AA905925
434972		Hs.113103	AA700690
1725451	LAIR2	Hs.43803	AI189606
512751	DKFZP434D156	Hs.6880	AA062688
2095066	ADH3	Hs.2523	AI420743
79520	RAB2	Hs.78305	T82414
744637		Hs.112969	AA621311
853159		Hs.188947	AA668311
730530		Hs.98155	AA412419
305581	MDS009	Hs.64641	N90238
415413		Hs.73580	W78765
120929		NA	NA
1701676		Hs.109426	AI174416
838409		Hs.193815	AA457213
1856571		Hs.243940	AI242376
1848413		Hs.150559	AI240705
1753716		Hs.145254	AI218605
1698856	COL9A2	Hs.37165	AI003467
1751286		NA	NA
YML064C	ORF	NA	NA
1602008		Hs.234852	AA988569
611156	HSPC228	Hs.267288	AA173372
242780	KIAA0554	Hs.301763	H93604
YLR162W	ORF	NA	NA
71672	ETFA	Hs.169919	T57919
756828		Hs.164682	AA426082
1741165		NA	NA
1126900		Hs.116594	AA665730
745392		Hs.116073	AA625755
1638907		Hs.206943	AI016785
345208	ELAVL1	Hs.12379	W72322
1555830		Hs.127301	AA977628
230316		Hs.157922	H80847
428379		Hs.38132	AA004263
125822		Hs.20022	R07650
1625395		Hs.292110	AA994265
449470		NA	NA
1049284		Hs.112896	AA620747
1385018		Hs.292713	AA848157
241507	KIAA1630	Hs.271586	H80723
809996	SRR	Hs.27335	AA454853
130884	PCYT2	Hs.226377	R22219
210922		NA	NA
729942	SPRR2C	Hs.2421	AA398951
898332	NPR1	Hs.167382	AA598841
267334		Hs.87159	N23383
1578192		Hs.128365	AA974571
417802		Hs.110134	W88746
767259		Hs.175034	AA418402
562318	FLJ12428	Hs.87729	AA211761
1688389		Hs.134948	AI093704
435218	VIL1	Hs.166068	AA705874
276933		Hs.141454	N34951
276574	RPL3	Hs.119598	N34863
231675	EVI2A	Hs.70499	H93149
1007306		NA	NA
1896635		Hs.152454	AI299171
277039		Hs.45027	N39577
357593	SLC17A3	Hs.9788	W92571
588453	TOM1L1	Hs.153504	AA152495
731261	FLJ10904	Hs.16470	AA416686
126627	USP3	Hs.251636	R06895
1854128		Hs.145218	AI243747
197913	SFPQ	Hs.180610	R96240
1550796		Hs.155576	AA912461
742890		Hs.164811	AA405365
289610	ILT7	Hs.48647	N62837
1011697	RPL21	Hs.184108	AA229937
592594	DKFZP586O1624	Hs.4193	AA159578
379397		Hs.222046	AA705655
120585		Hs.17517	T95112
1627665	SPEC1	Hs.22065	AI017497
118440	CEPT1	Hs.125031	AI820517
1460972		NA	NA
769945		Hs.256301	AA430409
1926620	THY1	Hs.125359	AI346653
1628511		NA	NA
1009371		Hs.221210	AA225823
432606		NA	NA
436440		Hs.113094	AA699636
126406	PIK3R3	Hs.88051	R06566
450598		Hs.119830	AA704587
252655	OTOR	Hs.41119	H87930
545125		NA	NA
68894	FCGRT	Hs.111903	T53508
627541	FUT8	Hs.118722	AA192422
1751334		Hs.269945	AI187213
858375		Hs.116808	AA634138
208790		Hs.38170	H63237
1470278	FLJ21841	Hs.29076	AA866029
2015161	RNTRE	Hs.278526	AI361386
511107	CCT4	Hs.79150	AA088226
1032015		Hs.112804	AA610016
1645207		Hs.132332	AI028364
1543188		NA	NA
1671857		Hs.133372	AI056474
68717		Hs.9597	T53324
1984508		Hs.145377	AI251574
726409		NA	NA
1750489		Hs.154004	AI084090
428914		Hs.191320	AA004812
39969		NA	NA
487287	RGC32	Hs.76640	AA040567
1056316	HSPB1	Hs.76067	AA558935
254355		NA	NA
743880	KIAA0263	Hs.74579	AA634464
768953		Hs.288681	AA424920
489572		Hs.103679	AA101839
110787		Hs.226103	T83166
968121		Hs.105481	AA506436
146305		Hs.29852	R79220
302180		Hs.237689	N79989
192481	KIAA0921	Hs.124085	H41237
200373		NA	NA
1034762		NA	NA
1668694		Hs.235049	AI079148
307342		Hs.177136	AI668671
33693		Hs.22687	R19458
244846		NA	NA
345423	DKFZP564M112	Hs.107942	W72496
1761787		Hs.144225	AI222502
343385		Hs.57870	W67289
1895766		Hs.150051	AI299502
1692213	SPS	Hs.124027	AI090711
1509596		NA	NA
201314		Hs.36144	R99576
254366		Hs.43104	N22289
125429	G17	Hs.76460	R06106
784017		Hs.235920	AA431919
1941576	KIAA0134	Hs.151706	AI206160
1691125		Hs.134882	AI092208
769673	MBD2	Hs.25674	AA428341
1754967		Hs.153908	AI198870
510760	KIAA0226	Hs.141296	AA102034
1740151	IL11RA	Hs.64310	AI184499
1292762	GPR24	Hs.248122	AA719384
1579647		Hs.10225	AA969508
1645332		Hs.132394	AI026911
1635288	TXN2	Hs.211929	AI017377
866702	PTPN13	Hs.211595	AA679180
278496		Hs.26837	N66135
1950175	DONSON	Hs.17834	AI335933
1034727		NA	NA
1743535		Hs.144474	AI192660
1639997		Hs.133192	AI050713
965151		Hs.136393	AA505401
1671092		Hs.133922	AI073806
1468513		NA	NA
1048678		Hs.97514	AA608847
194908	PRO2463	Hs.90421	R88709
531739	CRTL1	Hs.2799	AA115901
202233		NA	NA
413120		Hs.131740	AA707819
1553469	DYRK1B	Hs.130988	AA962159
1874737		Hs.271749	AI264518
855878		NA	NA
810321	CARS	Hs.159604	AA464147
1583188		Hs.127904	AA971891
1627937	KIAA0929	Hs.184245	AI017101
1031053		NA	NA
767843		Hs.98306	AA418743
1466971	LOC51090	Hs.12701	AA884420
1558228	APS	Hs.105052	AA975527
416386	CDH1	Hs.194657	W86859
897296		Hs.31433	AA488282
26196		NA	NA
2006076	LHX1	Hs.157449	AI360476
290280		Hs.34950	N64464
290724	MICA	Hs.90598	N71782
1626196		Hs.130639	AI005310
1687139		Hs.229788	AI095024
80549	PBX2	Hs.93728	T59641
788714	E46L	Hs.13493	AA449943
234907	KIAA0094	Hs.82007	H73079
1651287		Hs.26973	AI123814
128208		Hs.112423	R09815
375682	STEAP	Hs.61635	AA032221
1738848	FLJ10036	Hs.21331	AI187919
809961	SACM2L	Hs.169407	AA454836
269748		Hs.7471	N27118
280266		Hs.102624	N47952
290529		NA	NA
796359		Hs.99235	AA456140
1132595	LOC51093	Hs.5056	AA632434
1754372		Hs.145228	AI206598
624360	PSMB8	Hs.180062	AA181300
461525	FBXW1B	Hs.21229	AA705250
1291678		Hs.121870	AA776819
1751554		Hs.145181	AI183632
1256904		NA	NA
1665768	WNT5A	Hs.152213	AI042441
1761813		Hs.144845	AI222516
1031448		Hs.130518	AA609199
741991	MX1	Hs.76391	AA402921
1642018		Hs.131295	AI018479
1422312	FLJ11360	Hs.28891	AA826353
1854800		Hs.149755	AI285833
950928		Hs.294110	AA608739
469345	KDR	Hs.12337	AA026831
1518228		Hs.130061	AA903531
486538	FLJ10326	Hs.262823	AA042812
297949		Hs.138467	N70088
587633		Hs.71304	AA130440
914008		NA	NA
1714189		NA	NA
SID		NA	NA
1553699		Hs.146022	AA983542
1840892		Hs.264236	AI221157
701337	DKFZP434C171	Hs.209100	AA286789
1580995		Hs.125537	AA939070
291464		Hs.171689	N72848
1604735		Hs.281314	AA988637
1644997		Hs.131875	AI025823
1915080		Hs.135191	AI371315
796505		Hs.12680	AA460239
1861698		NA	NA
1524003		Hs.230802	AA906866
1651700		Hs.240855	AI023052
487723		Hs.295232	AA043552
531036	KRT18	Hs.65114	AA070385
78808		Hs.8493	T46844
194704		Hs.293762	R89904
2239290	SDF1	Hs.237356	AI655374
79622		Hs.11025	AI821048
1540311		Hs.123346	AA926836
1898521		Hs.150823	AI302733
429729		NA	NA
626765		Hs.293476	AA191318
1837270	FLJ10895	Hs.281348	AI208453
1654650		Hs.131929	AI021894
1917941	PURB	Hs.301005	AI344518
124064	LOC56928	Hs.284161	R02575
505944		Hs.326257	AA778351
45407		Hs.21975	H08412
1642231		Hs.125472	AI023278
276387		NA	NA
1876863		Hs.149395	AI273681
1503958		Hs.117299	AA904658
731060	MGAT3	Hs.112	AA421473
294913	SCML2	Hs.171558	N71462
754581	KIAA1305	Hs.288348	AA406197
247462		NA	NA
75759		NA	NA
753271	KIAA1151	Hs.6298	AA411668
66977	AIG-1	Hs.107528	T67558
626908		Hs.104072	AA190461
204614	EIF4A1	Hs.129673	H56918
1845399		Hs.147614	AI218095
853556		NA	NA
1638993		NA	NA
267681	PXMP3	Hs.180612	N25553
730504	KIAA0972	Hs.75264	AA412491
1849731		Hs.149261	AI248808
1839168		Hs.147365	AI208700
586909		Hs.177521	AA130904
1862417		Hs.307864	AI054306
34626	LOC54516	Hs.70488	R24592
1639041		Hs.131242	AI018780
1839580		Hs.164811	AI207998
75886		Hs.296141	T59422
399302		Hs.75668	AA774524
510906	TRIAD3	Hs.86228	AA102222
140792		Hs.28700	R66203
2013881	TRIO	Hs.171957	AI359699
436297		Hs.325818	AA776328
1883603		NA	NA
142385		Hs.29048	R69974
235084		Hs.294022	H79308
128948		Hs.113200	R10278
1854239		Hs.149484	AI279961
1321677	MGC11271	Hs.143288	AA758962
415110		Hs.59448	W93386
154706		Hs.26230	AI732319
1541362		NA	NA
1695715		Hs.134938	AI093549
244305		NA	NA
279464		Hs.46530	N45585
1627916		Hs.245625	AI017073
856164	KIAA0979	Hs.168625	AA630616
1646745		Hs.135863	AI032886
240008		Hs.40357	H82212
742637	SOX30	Hs.197805	AA400263
291394		Hs.108873	N72286
452608		Hs.301920	AA778932
142223		NA	NA
250988	SMURF2	Hs.194477	H96557
1624052		Hs.137418	AI015113
1892898		Hs.14479	AI278081
951325		Hs.82719	AA620597
288899	ZNF228	Hs.48589	N62629
1688034		Hs.307967	AI093719
813730		Hs.76550	AA453783
1626436		Hs.131259	AI018218
83999		Hs.8763	T70892
1709928		Hs.142914	AI131310
109811		NA	NA
429235		Hs.191406	AA007305
155896	LOC51035	Hs.77868	R72365
1631721		Hs.131582	AI025018
1556545	HIP2	Hs.155485	AA935578
1663701		Hs.134178	AI079619
1420873	FLJ20591	Hs.97574	AA858347
1160371		Hs.204005	AA923642
1009945		NA	NA
1915759		Hs.116051	AI309007
1563160		Hs.205321	AA917778
1895488		Hs.152803	AI291536
1503694		NA	NA
782450	C40	Hs.30819	AA431434
210872		Hs.114286	H66307
745007	PLD1	Hs.82587	AA626014
491615	DKFZP566K023	Hs.19999	AA115558
826991	FLJ22555	Hs.3592	AA521371
123061	RANBP2L1	Hs.179825	R00035
840992		Hs.105696	AA486571
784847		NA	NA
267131	DDXBP1	Hs.75251	N24868
1562692		Hs.127632	AA952990
1639207		Hs.131136	AI017149
855243	RPP40	Hs.115823	AA630552
1625822		Hs.129547	AA995114
877637		Hs.91612	AA488184
289638		Hs.293515	N62855
838296		Hs.57877	AA457490
770082	KIAA0657	Hs.6654	AA430575
111346		Hs.14337	T84274
274512	LOC56757	Hs.22350	R85279
342753		Hs.46506	W68421
1734674		Hs.295483	AI183535
1639829		Hs.131609	AI025223
134312		Hs.29649	R31184
124753	ABCD4	Hs.94395	R02189
1882598	RP42	Hs.104613	AI279000
1899010		Hs.303987	AI300362
745030	MDS010	Hs.159397	AA626022
2028925	C21ORF23	Hs.145534	AI261615
462683		Hs.191124	AA705130
937238	FLJ14213	Hs.183506	AA527350
321247	FLJ13258	Hs.288929	AA037396
277634		Hs.46941	N49392
207311		NA	NA
413021		NA	NA
840576		Hs.268171	AA487896
1636171		NA	NA
379578		NA	NA
1461161		NA	NA
121341		Hs.17910	T96870
754417	HT013	Hs.173515	AA410210
982027		Hs.105758	AA523787
178324		NA	NA
782762		Hs.99152	AA448158
256234		Hs.167638	H94605
852924		NA	NA
626300	ARIH1	Hs.181461	AA188416
180657		Hs.157234	R85100
1644464		Hs.135834	AI027236
526567		Hs.71190	AA128407
291162		Hs.49373	N67692
1844619		NA	NA
245341	FLJ11280	Hs.3346	N54608
149596	KIAA1530	Hs.191268	H00313
429203	COL5A2	Hs.82985	AA004204
841070	YARS	Hs.239307	AA486761
211227		Hs.270962	H67680
746264		Hs.245798	AA419389
395459		Hs.208398	AA757455
1736616		Hs.151151	AI125433
840726	FN1	Hs.287820	AA487845
624443	KIAA0103	Hs.154387	AA181333
123579		NA	NA
287665	FLJ13089	Hs.285711	N62171
267085	PTPLA	Hs.114062	N24848
1861929		Hs.208442	AI054096
1589529		Hs.126626	AA977730
530814	SEPP1	Hs.3314	AA070226
345752	HOJ-1	Hs.28529	W72400
1641875	KIAA0700	Hs.13999	AI018400
193713		Hs.34011	H47769
1955794	KIAA0749	Hs.120228	AI366160
1030781		Hs.112628	AA609005
197525	FMO5	Hs.14286	H52001
1202656		Hs.292783	AA630864
809406		Hs.99472	AA459894
418400		NA	NA
279616		Hs.46852	N48302
195232		Hs.209508	R91985
1580253		Hs.283701	AA969131
385028		Hs.191514	AA709154
1654706		Hs.271776	AI022442
1661509		Hs.167626	AI167516
824523		Hs.58643	AA490900
812068		Hs.237642	AA455986
134544	PSMA1	Hs.82159	R27585
1506309		NA	NA
1568989		Hs.97568	AA973685
50508		NA	NA
23776	QDPR	Hs.75438	R38198
1584811		Hs.135673	AA971888
156373		Hs.29304	AI668573
1466107		Hs.148185	AA897250
123627	P5	Hs.182429	R01669
195357	PXMP3	Hs.180612	R88992
1672354		Hs.135491	AI090432
1900206		Hs.283639	AI306421
1642069		Hs.68505	AI018034
1897245	KCNMB2	Hs.271401	AI301175
1581305		Hs.128017	AA969989
83279	TIM23	Hs.283684	T68317
245330	IGF2	Hs.251664	N54596
204526		NA	NA
1292444		Hs.121735	AA718915
1554793		Hs.174424	AA913088
264604		Hs.42826	N20229
447173		NA	NA
451397		Hs.65300	AA707171
41650	HGF	Hs.809	R52797
429848		Hs.37599	AA009564
203290		Hs.226469	H54603
1468888		NA	NA
1876907		Hs.298551	AI273721
284584		Hs.48388	N59450
1836919		Hs.153269	AI208142
1911798		NA	NA
222022		NA	NA
2005924	MATK	Hs.274	AI357047
208319		Hs.37889	H60868
293895		Hs.141604	N66025
80729		Hs.193348	T62969
178392		NA	NA
741474	GPI	Hs.180532	AA401111
682045		Hs.13649	AA256386
1579248		Hs.127978	AA969739
327276		Hs.145025	AA284294
429927		Hs.61709	AA033925
811930	KIAA0020	Hs.2471	AA454662
448286		Hs.18816	AA777327
302955	SERP1	Hs.76698	N91117
1573170	IRS2	Hs.143648	AA953212
488157	SUPV3L1	Hs.106469	AA046407
282104	SLC4A4	Hs.5462	N51498
745775		Hs.191647	AA420660
41835		Hs.13390	R54211
271989		Hs.220745	N31935
293654		Hs.269135	N69648
357105		Hs.59439	W93315
1836699		Hs.127780	AI205595
38347	FOG2	Hs.106309	R35921
1160732	NOS2A	Hs.193788	AA877840
1738913		NA	NA
2019002	SLIT1	Hs.133466	AI362935
1652830		Hs.135231	AI081607
2019211	RAB33A	Hs.56294	AI360342
490377	BACE	Hs.49349	AA136283
2019426	PTPNS1	Hs.156114	AI369331
1754325		Hs.147286	AI207114
1895228		NA	NA
1521378		Hs.122952	AA902488
1861166	PSMD7	Hs.155543	AI144050
416978		Hs.32699	W87533
1881228		Hs.149975	AI290847
647866		Hs.42547	AA205403
270889		Hs.42846	N32502
134662		Hs.24276	R28190
859648		Hs.117494	AA666416
254564		Hs.43411	N23652
503335	FLJ11196	Hs.6166	AA130193
1552136		Hs.135642	AA961252
1916225		Hs.263544	AI309066
1500271		Hs.129993	AA885795
322547	LRP6	Hs.23672	W15267
308223		Hs.26249	N92412
435025	PAFAH2	Hs.234392	AA700060
194307		Hs.36473	H50657
2273381		Hs.188757	AI630998
742146		Hs.97997	AA405977
1553567		Hs.260395	AA962445
1605066		Hs.323913	AA987527
211617		Hs.318547	H61419
1590007	CRK	Hs.306088	AA983184
1554430		Hs.94694	AA931491
1565608		Hs.229297	AI167231
67523		Hs.9002	T49460
324342	ASAHL	Hs.264330	W47576
205417		NA	NA
950382		Hs.177376	AA599043
150176		Hs.95605	H01940
1055566	FLJ11785	Hs.44625	AA620829
1682750		NA	NA
1737531		Hs.143320	AI138797
1468616		Hs.174074	AA884630
1626426		Hs.131257	AI018205
1011676	ANXA4	Hs.77840	AA229851
1627853		Hs.131109	AI016881
756735		Hs.104963	AA443921
290251		Hs.48503	N62275
284160	CACNA2D2	Hs.127436	N53512
434952	FLJ20300	Hs.106825	AA700680
1846568		Hs.148314	AI240128
1892599		Hs.203431	AI278485
220700	RPS20	Hs.8102	H93423
1011516	AR	Hs.99915	AA229062
211951		Hs.38735	H68477
451010		NA	NA
135676		NA	NA
1667259		Hs.149995	AI052026
41300		Hs.4267	R56641
1951479		Hs.156291	AI336373
486374	ZNF278	Hs.27801	AA044106
1913072		Hs.156294	AI336596
1561797		Hs.65996	AA953022
711450	P84	Hs.1540	AA280748
1554451		Hs.135211	AA931517
1759747		Hs.147244	AI206082
1736014		NA	NA
347730		Hs.294018	W84386
347036	LEF1	Hs.44865	W81128
307069	ALDH7	Hs.83155	N93686
1203936		NA	NA
435303	FLJ20357	Hs.105461	AA699914
205582		Hs.302921	H58174
289499		Hs.289083	N63996
195091		Hs.34394	R91244
1838581	PRO2533	Hs.166715	AI208232
1758186		Hs.158480	AI200688
245964		Hs.303446	N55446
726551		Hs.292737	AA394152
25159	CNNM1	Hs.274579	R38897
610006		Hs.188687	AA169173
43065		Hs.101277	R61149
377535		Hs.63182	AA055385
1846354		Hs.230331	AI239622
321807		Hs.109843	W33182
859359	PIG3	Hs.50649	AA668595
462944		Hs.117251	AA682412
1557655		Hs.127147	AA937737
198559	KIAA0853	Hs.136102	R94720
2686596		NA	NA
180855		Hs.25014	R87762
259417		Hs.44288	N31985
1520337		Hs.58119	AA911179
247081	HDAC7	Hs.275438	N57854
1563050	SSX1	Hs.194759	AA954482
1761875		Hs.145541	AI222544
1843619		NA	NA
1126838		Hs.188909	AA665614
447400		Hs.230221	AA702326
79710	KIAA0174	Hs.75824	T62546
53122		Hs.281587	R15891
130043		Hs.303742	R11593
1560811		Hs.223795	AA969282
296556	FN1	Hs.287820	N73836
814893		Hs.239870	AA465687
566054	STK3	Hs.166684	AA136675
757200		Hs.194114	AA443967
1878504		Hs.151431	AI307143
YNL157W	ORF	NA	NA
1585236		Hs.128809	AA976585
283329		Hs.98279	N51438
1678133		Hs.146629	AI141065
418093	SEL1L	Hs.181300	W90073
68063		Hs.9521	AI821000
431894		Hs.115455	AA678124
1915694		Hs.155747	AI311321
287676	LOC51077	Hs.306198	N62169
593213		Hs.72584	AA159665
1872395		Hs.150502	AI283230
455271		Hs.220822	AA677574
1417966		Hs.314654	AA878762
1628791		Hs.190578	AI014568
1751497		Hs.129968	AI184139
193310		Hs.15738	H47614
470140	TRF4-2	Hs.294030	AA029273
788354		Hs.99298	AA453021
50299		Hs.6664	H17169
24392	D6S52E	Hs.274348	R39334
208338		NA	NA
257367		Hs.44210	N30696
1700996		Hs.133039	AI049978
856936	NDST1	Hs.20894	AA669614
1734288		Hs.116303	AI183575
1533669		Hs.126706	AA917819
727200		NA	NA
770454	PTD008	Hs.108969	AA427690
324951	CKTSF1B1	Hs.40098	W48619
1293010		Hs.189046	AA683336
280758	TMSB4Y	Hs.159201	N50556
1637756	ENO1	Hs.254105	AI001174
1927395	CADPS	Hs.151301	AI347081
1845744		NA	NA
753069		Hs.117078	AA436564
1643676		Hs.234929	AI024125
1155138		Hs.204270	AA706405
1492943		Hs.125395	AA878680
1126161		Hs.116512	AA653673
1677564	PGM5	Hs.167473	AI078570
