#Input Gene: The gene identifier provided in the query by the user
#Input Mirna: The miRNA identifier provided in the query by the user
#Transcript: The transcript in the prediction group
#Mirna: The miRNA in the prediction group
#ENCODE isoform: whether the isoform is the ENCODE principal isoform.
#Amplified UTR: whether the transcript UTR is known or was amplified.
#Start: The binding start position of the prediction group (if the group has more than one prediction, this is the left most position).
#Stop: The binding end position of the prediction group (if the group has more than one prediction, this is the right most position).
#Agreement: The agreement score, which is a weighted mean (using each method's experimental AUC) of the computational methods scores in the prediction group.
#Computational Predictions: number of computational methods supporting this prediction group.
#Confirmed Predictions: number of confirmed databases of gene-miRNA biding supporting this prediction group.
#Computational Predictions (method|target-site|start|stop|score): details of the computational predictions supporting this prediction group.
#Confirmed predictions (method|type|PMID): detail of the cofirmed database entries supporting this prediction group.
Input Gene,Input Mirna,Transcript,Mirna,biotype,ENCODE isoform,Amplified UTR,Start,Stop,Agreement,Computational Predictions,Confirmed Predictions,Computational Predictions (method|target-site|start|stop|score),Confirmed predictions (method|type|PMID)
ENSG00000054219,-,ENST00000554112,hsa-mir-423-5p,protein_coding,PRINCIPAL,true,35,41,-0.8694508258783971,1,0,Rnahybrid|Offset 3-9 7mer-m8|35|41|-0.869450825878397|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-4422,protein_coding,PRINCIPAL,false,2067,2087,1.0718982884376,1,0,Miranda|N/A|2067|2087|1.0718982884376|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-34c-5p,protein_coding,PRINCIPAL,false,695,718,1.30502215607023,1,0,Miranda|7mer-m8|695|718|1.30502215607023|;,
ENSG00000241399,-,ENST00000259053,hsa-let-7c-5p,protein_coding,PRINCIPAL,false,2285,2307,1.14046413185896,1,0,Miranda|N/A|2285|2307|1.14046413185896|;,
ENSG00000241399,-,ENST00000259053,hsa-let-7c-5p,protein_coding,PRINCIPAL,false,1331,1351,1.09932462580615,1,0,Miranda|N/A|1331|1351|1.09932462580615|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-506-5p,protein_coding,PRINCIPAL,false,757,774,1.18160363791178,1,0,Miranda|8mer|757|774|1.18160363791178|;,
ENSG00000054219,-,ENST00000554112,hsa-mir-4508,protein_coding,PRINCIPAL,true,36,42,-0.870768112862208,1,0,Rnahybrid|Offset 1-7 7mer-m8|36|42|-0.870768112862208|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-3152-3p,protein_coding,PRINCIPAL,false,485,506,1.04447195106906,1,0,Miranda|6mer|485|506|1.04447195106906|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-513b-3p,protein_coding,PRINCIPAL,false,65,86,1.23645631264887,1,0,Miranda|7mer-m8|65|86|1.23645631264887|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-892c-5p,protein_coding,PRINCIPAL,false,1273,1294,1.19531680659605,1,0,Miranda|7mer-m8|1273|1294|1.19531680659605|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-6740-5p,protein_coding,PRINCIPAL,false,1085,1105,1.33244849343877,1,0,Miranda|7mer-m8|1085|1105|1.33244849343877|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-6740-5p,protein_coding,PRINCIPAL,false,1662,1685,1.0718982884376,1,0,Miranda|N/A|1662|1685|1.0718982884376|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-335-3p,protein_coding,PRINCIPAL,false,361,383,1.2227431439646,1,0,Miranda|8mer|361|383|1.2227431439646|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-1273d,protein_coding,PRINCIPAL,false,2969,2993,1.23645631264887,1,0,Miranda|8mer|2969|2993|1.23645631264887|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-770-5p,protein_coding,PRINCIPAL,false,1491,1513,1.11303779449042,1,0,Miranda|Offset 3-8 6mer|1491|1513|1.11303779449042|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-770-5p,protein_coding,PRINCIPAL,false,1950,1971,1.09932462580615,1,0,Miranda|7mer-m8|1950|1971|1.09932462580615|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-4693-3p,protein_coding,PRINCIPAL,false,716,740,1.08561145712188,1,0,Miranda|N/A|716|740|1.08561145712188|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-130a-3p,protein_coding,PRINCIPAL,false,1,21,1.30502215607023,1,0,Miranda|8mer|1|21|1.30502215607023|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-130a-3p,protein_coding,PRINCIPAL,false,2687,2708,1.14046413185896,1,0,Miranda|N/A|2687|2708|1.14046413185896|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-7112-3p,protein_coding,PRINCIPAL,false,87,109,1.18160363791178,1,0,Miranda|7mer-m8|87|109|1.18160363791178|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-519b-5p,protein_coding,PRINCIPAL,false,1543,1549,-0.876381639602621,1,0,Targetscan|7mer-1A|1543|1549|-0.876381639602621|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-519b-5p,protein_coding,PRINCIPAL,false,434,455,1.20902997528032,1,0,Miranda|8mer|434|455|1.20902997528032|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-4656,protein_coding,PRINCIPAL,false,2291,2312,1.26388265001741,1,0,Miranda|N/A|2291|2312|1.26388265001741|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-1268b,protein_coding,PRINCIPAL,false,11,29,1.09932462580615,1,0,Miranda|N/A|11|29|1.09932462580615|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-5690,protein_coding,PRINCIPAL,false,2304,2324,1.18160363791178,1,0,Miranda|7mer-m8|2304|2324|1.18160363791178|;,
ENSG00000054219,-,ENST00000554112,hsa-mir-6743-5p,protein_coding,PRINCIPAL,true,35,41,-0.871911105472042,1,0,Rnahybrid|7mer-m8|35|41|-0.871911105472042|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-185-5p,protein_coding,PRINCIPAL,false,519,540,1.04447195106906,1,0,Miranda|N/A|519|540|1.04447195106906|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-483-3p,protein_coding,PRINCIPAL,false,1757,1777,1.0718982884376,1,0,Miranda|7mer-m8|1757|1777|1.0718982884376|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-661,protein_coding,PRINCIPAL,false,2212,2235,1.05818511975333,1,0,Miranda|7mer-m8|2212|2235|1.05818511975333|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-1266-5p,protein_coding,PRINCIPAL,false,325,347,1.04447195106906,1,0,Miranda|N/A|325|347|1.04447195106906|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-3923,protein_coding,PRINCIPAL,false,352,373,1.05818511975333,1,0,Miranda|N/A|352|373|1.05818511975333|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-542-3p,protein_coding,PRINCIPAL,false,224,245,1.25016948133314,1,0,Miranda|7mer-m8|224|245|1.25016948133314|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-542-3p,protein_coding,PRINCIPAL,false,2323,2344,1.18160363791178,1,0,Miranda|7mer-m8|2323|2344|1.18160363791178|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-542-3p,protein_coding,PRINCIPAL,false,2879,2898,1.12675096317469,1,0,Miranda|N/A|2879|2898|1.12675096317469|;,
ENSG00000054219,-,ENST00000554112,hsa-mir-6775-5p,protein_coding,PRINCIPAL,true,34,42,-0.874683455645435,1,0,Rnahybrid|Offset 1-7 7mer-m8|34|42|-0.874683455645435|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-6890-5p,protein_coding,PRINCIPAL,false,1955,1961,-0.87645637637195,1,0,Targetscan|7mer-1A|1955|1961|-0.87645637637195|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-6890-5p,protein_coding,PRINCIPAL,false,1282,1305,1.18160363791178,1,0,Miranda|7mer-m8|1282|1305|1.18160363791178|;,
ENSG00000054219,-,ENST00000554112,hsa-mir-5001-3p,protein_coding,PRINCIPAL,true,41,47,-0.869429159071876,1,0,Rnahybrid|Offset 1-7 7mer-m8|41|47|-0.869429159071876|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-8054,protein_coding,PRINCIPAL,false,693,713,1.41472750554441,1,0,Miranda|7mer-m8|693|713|1.41472750554441|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-409-3p,protein_coding,PRINCIPAL,false,1958,1979,1.11303779449042,1,0,Miranda|Offset 3-8 6mer|1958|1979|1.11303779449042|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-409-3p,protein_coding,PRINCIPAL,false,107,128,1.05818511975333,1,0,Miranda|6mer|107|128|1.05818511975333|;,
ENSG00000054219,-,ENST00000554112,hsa-mir-4632-5p,protein_coding,PRINCIPAL,true,35,41,-0.8713325605984211,1,0,Rnahybrid|Offset 1-7 7mer-m8|35|41|-0.871332560598421|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-6081,protein_coding,PRINCIPAL,false,2006,2029,1.18160363791178,1,0,Miranda|N/A|2006|2029|1.18160363791178|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-4276,protein_coding,PRINCIPAL,false,653,668,1.20902997528032,1,0,Miranda|7mer-m8|653|668|1.20902997528032|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-200b-5p,protein_coding,PRINCIPAL,false,1545,1566,1.11303779449042,1,0,Miranda|Offset 3-8 6mer|1545|1566|1.11303779449042|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-550a-3-5p,protein_coding,PRINCIPAL,false,1695,1714,1.08561145712188,1,0,Miranda|8mer|1695|1714|1.08561145712188|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-550a-3-5p,protein_coding,PRINCIPAL,false,2513,2532,1.0718982884376,1,0,Miranda|7mer-m8|2513|2532|1.0718982884376|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-4790-5p,protein_coding,PRINCIPAL,false,1781,1800,1.04447195106906,1,0,Miranda|N/A|1781|1800|1.04447195106906|;,
ENSG00000248672,-,ENST00000504764,hsa-mir-4295,protein_coding,PRINCIPAL,true,4,21,1.19531680659605,1,0,Miranda|8mer|4|21|1.19531680659605|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-6780a-5p,protein_coding,PRINCIPAL,false,2429,2452,1.04447195106906,1,0,Miranda|7mer-1A|2429|2452|1.04447195106906|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-6769b-5p,protein_coding,PRINCIPAL,false,2418,2441,1.20902997528032,1,0,Miranda|7mer-m8|2418|2441|1.20902997528032|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-6886-3p,protein_coding,PRINCIPAL,false,586,607,1.18160363791178,1,0,Miranda|Offset 3-8 6mer|586|607|1.18160363791178|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-6886-3p,protein_coding,PRINCIPAL,false,406,427,1.0718982884376,1,0,Miranda|N/A|406|427|1.0718982884376|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-4288,protein_coding,PRINCIPAL,false,1125,1141,1.19531680659605,1,0,Miranda|8mer|1125|1141|1.19531680659605|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-548f,protein_coding,PRINCIPAL,false,1890,1908,1.16789046922751,1,0,Miranda|7mer-m8|1890|1908|1.16789046922751|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-4775,protein_coding,PRINCIPAL,false,1729,1735,-0.8771831743122169,1,0,Targetscan|8mer|1729|1735|-0.877183174312217|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-374b-5p,protein_coding,PRINCIPAL,false,888,908,1.29130898738596,1,0,Miranda|8mer|888|908|1.29130898738596|;,
ENSG00000248672,-,ENST00000504764,hsa-mir-4755-3p,protein_coding,PRINCIPAL,true,36,41,-0.87299882029891,1,0,Rnahybrid|Offset 1-6 7mer-1A|36|41|-0.87299882029891|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-1265,protein_coding,PRINCIPAL,false,2477,2499,1.14046413185896,1,0,Miranda|N/A|2477|2499|1.14046413185896|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-6128,protein_coding,PRINCIPAL,false,102,121,1.16789046922751,1,0,Miranda|7mer-m8|102|121|1.16789046922751|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-32-3p,protein_coding,PRINCIPAL,false,898,917,1.08561145712188,1,0,Miranda|6mer|898|917|1.08561145712188|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-548y,protein_coding,PRINCIPAL,false,511,534,1.19531680659605,1,0,Miranda|7mer-m8|511|534|1.19531680659605|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-548y,protein_coding,PRINCIPAL,false,1297,1320,1.08561145712188,1,0,Miranda|7mer-m8|1297|1320|1.08561145712188|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-3616-3p,protein_coding,PRINCIPAL,false,20,43,1.11303779449042,1,0,Miranda|Offset 3-8 6mer|20|43|1.11303779449042|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-4647,protein_coding,PRINCIPAL,false,228,250,1.18160363791178,1,0,Miranda|N/A|228|250|1.18160363791178|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-376b-3p,protein_coding,PRINCIPAL,false,452,473,1.08561145712188,1,0,Miranda|N/A|452|473|1.08561145712188|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-106b-3p,protein_coding,PRINCIPAL,false,1477,1498,1.33244849343877,1,0,Miranda|7mer-m8|1477|1498|1.33244849343877|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-381-3p,protein_coding,PRINCIPAL,false,1044,1065,1.04447195106906,1,0,Miranda|7mer-m8|1044|1065|1.04447195106906|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-518e-5p,protein_coding,PRINCIPAL,false,1543,1549,-0.876381639602621,1,0,Targetscan|7mer-1A|1543|1549|-0.876381639602621|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-518e-5p,protein_coding,PRINCIPAL,false,434,455,1.20902997528032,1,0,Miranda|8mer|434|455|1.20902997528032|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-548ak,protein_coding,PRINCIPAL,false,515,534,1.12675096317469,1,0,Miranda|7mer-m8|515|534|1.12675096317469|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-548ak,protein_coding,PRINCIPAL,false,1300,1320,1.04447195106906,1,0,Miranda|7mer-m8|1300|1320|1.04447195106906|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-4528,protein_coding,PRINCIPAL,false,2190,2212,1.25016948133314,1,0,Miranda|N/A|2190|2212|1.25016948133314|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-4528,protein_coding,PRINCIPAL,false,191,210,1.15417730054324,1,0,Miranda|N/A|191|210|1.15417730054324|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-1238-3p,protein_coding,PRINCIPAL,false,397,416,1.09932462580615,1,0,Miranda|N/A|397|416|1.09932462580615|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-1298-5p,protein_coding,PRINCIPAL,false,233,253,1.11303779449042,1,0,Miranda|7mer-1A|233|253|1.11303779449042|;,
ENSG00000054219,-,ENST00000554112,hsa-mir-4488,protein_coding,PRINCIPAL,true,35,41,-0.869055310667205,1,0,Rnahybrid|7mer-m8|35|41|-0.869055310667205|;,
ENSG00000054219,-,ENST00000554112,hsa-mir-4488,protein_coding,PRINCIPAL,true,120,126,-0.875495083247183,1,0,Targetscan|7mer-m8|120|126|-0.875495083247183|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-181c-5p,protein_coding,PRINCIPAL,false,558,579,1.04447195106906,1,0,Miranda|7mer-m8|558|579|1.04447195106906|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-181c-5p,protein_coding,PRINCIPAL,false,2928,2949,1.04447195106906,1,0,Miranda|7mer-m8|2928|2949|1.04447195106906|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-3660,protein_coding,PRINCIPAL,false,1917,1923,-0.877552058549824,1,0,Targetscan|7mer-m8|1917|1923|-0.877552058549824|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-107,protein_coding,PRINCIPAL,false,2004,2026,1.08561145712188,1,0,Miranda|6mer|2004|2026|1.08561145712188|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-500a-5p,protein_coding,PRINCIPAL,false,661,683,1.05818511975333,1,0,Miranda|7mer-m8|661|683|1.05818511975333|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-4804-3p,protein_coding,PRINCIPAL,false,2977,2997,1.12675096317469,1,0,Miranda|8mer|2977|2997|1.12675096317469|;,
ENSG00000124785,-,ENST00000244766,ebv-mir-bhrf1-2-3p,protein_coding,PRINCIPAL,false,910,931,0.0,2,0,Miranda|7mer-m8|910|931|0.0|;Microtar|7mer-m8|925|930|0.0|;,
ENSG00000124785,-,ENST00000244766,ebv-mir-bhrf1-2-3p,protein_coding,PRINCIPAL,false,306,328,0.0,1,0,Miranda|Offset 3-8 6mer|306|328|0.0|;,
ENSG00000124785,-,ENST00000244766,ebv-mir-bhrf1-2-3p,protein_coding,PRINCIPAL,false,818,855,0.0,2,0,Miranda|7mer-m8|818|840|0.0|;Miranda|Offset 3-8 6mer|834|855|0.0|;,
ENSG00000124785,-,ENST00000244766,ebv-mir-bhrf1-2-3p,protein_coding,PRINCIPAL,false,-3,2,0.0,3,0,Microtar|7mer-m8|-3|2|0.0|;Microtar|7mer-m8|-3|2|0.0|;Microtar|7mer-m8|-3|2|0.0|;,
ENSG00000124785,-,ENST00000244766,ebv-mir-bhrf1-2-3p,protein_coding,PRINCIPAL,false,64,69,0.0,1,0,Microtar|7mer-m8|64|69|0.0|;,
ENSG00000124785,-,ENST00000244766,ebv-mir-bhrf1-2-3p,protein_coding,PRINCIPAL,false,880,885,0.0,1,0,Microtar|7mer-m8|880|885|0.0|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-320b,protein_coding,PRINCIPAL,false,219,240,1.20902997528032,1,0,Miranda|8mer|219|240|1.20902997528032|;,
ENSG00000124785,-,ENST00000244766,ebv-mir-bart16,protein_coding,PRINCIPAL,false,-4,2,0.0,3,0,Microtar|7mer-m8|-3|2|0.0|;Microtar|7mer-m8|-4|1|0.0|;Microtar|7mer-m8|-3|2|0.0|;,
ENSG00000124785,-,ENST00000244766,ebv-mir-bart16,protein_coding,PRINCIPAL,false,178,183,0.0,1,0,Microtar|7mer-m8|178|183|0.0|;,
ENSG00000124785,-,ENST00000244766,ebv-mir-bart16,protein_coding,PRINCIPAL,false,969,975,0.0,2,0,Microtar|7mer-m8|969|974|0.0|;Microtar|Offset 1-7 8mer|970|975|0.0|;,
ENSG00000248672,-,ENST00000504764,hsa-mir-5090,protein_coding,PRINCIPAL,true,21,43,0.10282350477019428,2,0,Miranda|N/A|21|43|1.04447195106906|;Rnahybrid|Offset 1-7 7mer-m8|35|42|-0.874388019139302|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-9-5p,protein_coding,PRINCIPAL,false,816,839,1.08561145712188,1,0,Miranda|N/A|816|839|1.08561145712188|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-4419a,protein_coding,PRINCIPAL,false,722,738,0.2097046129876223,2,0,Miranda|7mer-m8|722|738|1.25016948133314|;Rnahybrid|Offset 1-7 7mer-m8|729|737|-0.870055316067168|;,
ENSG00000248672,-,ENST00000504764,hsa-mir-3195,protein_coding,PRINCIPAL,true,38,44,-0.869701722012645,1,0,Rnahybrid|Offset 3-9 8mer|38|44|-0.869701722012645|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-3171,protein_coding,PRINCIPAL,false,384,407,1.23645631264887,1,0,Miranda|N/A|384|407|1.23645631264887|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-3171,protein_coding,PRINCIPAL,false,1958,1983,1.04447195106906,1,0,Miranda|N/A|1958|1983|1.04447195106906|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-6793-5p,protein_coding,PRINCIPAL,false,259,280,1.09932462580615,1,0,Miranda|7mer-m8|259|280|1.09932462580615|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-593-3p,protein_coding,PRINCIPAL,false,33,51,1.16789046922751,1,0,Miranda|N/A|33|51|1.16789046922751|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-539-5p,protein_coding,PRINCIPAL,false,518,539,1.11303779449042,1,0,Miranda|7mer-m8|518|539|1.11303779449042|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-181b-3p,protein_coding,PRINCIPAL,false,185,205,1.04447195106906,1,0,Miranda|7mer-m8|185|205|1.04447195106906|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-1273h-5p,protein_coding,PRINCIPAL,false,2433,2452,1.19531680659605,1,0,Miranda|7mer-1A|2433|2452|1.19531680659605|;,
ENSG00000241399,-,ENST00000259053,hsa-mir-142-3p,protein_coding,PRINCIPAL,false,1631,1652,1.25016948133314,1,0,Miranda|7mer-m8|1631|1652|1.25016948133314|;,
ENSG00000124785,-,ENST00000244766,hsa-mir-1264,protein_coding,PRINCIPAL,false,820,842,1.15417730054324,1,0,Miranda|N/A|820|842|1.15417730054324|;,
