#Input Gene: The gene identifier provided in the query by the user
#Input Mirna: The miRNA identifier provided in the query by the user
#Transcript: The transcript in the prediction group
#Mirna: The miRNA in the prediction group
#ENCODE isoform: whether the isoform is the ENCODE principal isoform.
#Amplified UTR: whether the transcript UTR is known or was amplified.
#Start: The binding start position of the prediction group (if the group has more than one prediction, this is the left most position).
#Stop: The binding end position of the prediction group (if the group has more than one prediction, this is the right most position).
#Agreement: The agreement score, which is a weighted mean (using each method's experimental AUC) of the computational methods scores in the prediction group.
#Computational Predictions: number of computational methods supporting this prediction group.
#Confirmed Predictions: number of confirmed databases of gene-miRNA biding supporting this prediction group.
#Computational Predictions (method|target-site|start|stop|score): details of the computational predictions supporting this prediction group.
#Confirmed predictions (method|type|PMID): detail of the cofirmed database entries supporting this prediction group.
Input Gene,Input Mirna,Transcript,Mirna,biotype,ENCODE isoform,Amplified UTR,Start,Stop,Agreement,Computational Predictions,Confirmed Predictions,Computational Predictions (method|target-site|start|stop|score),Confirmed predictions (method|type|PMID)
ENSG00000183647,-,ENST00000332854,hsa-mir-6778-3p,protein_coding,PRINCIPAL,false,647,668,0.24994778550512955,2,0,Rnahybrid|Offset 1-7 8mer|659|667|-0.873435543581998|;Miranda|8mer|647|668|1.33244849343877|;,
ENSG00000183292,-,ENST00000409982,hsa-mir-1304-3p,protein_coding,LONGEST,false,286,307,1.20902997528032,1,0,Miranda|7mer-m8|286|307|1.20902997528032|;,
ENSG00000197951,-,ENST00000328070,ebv-mir-bart1-3p,protein_coding,PRINCIPAL,false,-3,2,0.0,2,0,Microtar|7mer-m8|-3|2|0.0|;Microtar|8mer|-3|2|0.0|;,
ENSG00000197951,-,ENST00000328070,ebv-mir-bart1-3p,protein_coding,PRINCIPAL,false,3083,3088,0.0,1,0,Microtar|7mer-m8|3083|3088|0.0|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-3192-5p,protein_coding,PRINCIPAL,false,2849,2873,1.15417730054324,1,0,Miranda|7mer-m8|2849|2873|1.15417730054324|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-3192-5p,protein_coding,PRINCIPAL,false,1117,1142,1.0718982884376,1,0,Miranda|Offset 3-8 6mer|1117|1142|1.0718982884376|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-764,protein_coding,PRINCIPAL,false,2443,2461,1.15417730054324,1,0,Miranda|7mer-m8|2443|2461|1.15417730054324|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-1233-3p,protein_coding,PRINCIPAL,false,1,20,1.15417730054324,1,0,Miranda|7mer-m8|1|20|1.15417730054324|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-1233-3p,protein_coding,PRINCIPAL,false,2303,2322,1.11303779449042,1,0,Miranda|7mer-m8|2303|2322|1.11303779449042|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-5189-5p,protein_coding,PRINCIPAL,false,3035,3058,1.34616166212305,1,0,Miranda|7mer-m8|3035|3058|1.34616166212305|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-5189-5p,protein_coding,PRINCIPAL,false,14,37,1.3187353247545,1,0,Miranda|7mer-m8|14|37|1.3187353247545|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-887-5p,protein_coding,PRINCIPAL,false,1123,1142,1.08561145712188,1,0,Miranda|8mer|1123|1142|1.08561145712188|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4668-5p,protein_coding,PRINCIPAL,false,2184,2206,1.2227431439646,1,0,Miranda|N/A|2184|2206|1.2227431439646|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-6087,protein_coding,PRINCIPAL,false,94,111,1.19531680659605,1,0,Miranda|7mer-m8|94|111|1.19531680659605|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-3126-5p,protein_coding,PRINCIPAL,false,2171,2192,1.04447195106906,1,0,Miranda|7mer-m8|2171|2192|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4735-3p,protein_coding,PRINCIPAL,false,3449,3469,1.0718982884376,1,0,Miranda|N/A|3449|3469|1.0718982884376|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-363-5p,protein_coding,PRINCIPAL,false,468,489,1.04447195106906,1,0,Miranda|8mer|468|489|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-363-5p,protein_coding,PRINCIPAL,false,2519,2540,1.04447195106906,1,0,Miranda|8mer|2519|2540|1.04447195106906|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-1293,protein_coding,PRINCIPAL,false,627,650,1.11303779449042,1,0,Miranda|7mer-m8|627|650|1.11303779449042|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-6768-5p,protein_coding,PRINCIPAL,false,717,742,1.08561145712188,1,0,Miranda|Offset 3-8 6mer|717|742|1.08561145712188|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-324-5p,protein_coding,PRINCIPAL,false,2232,2255,1.25016948133314,1,0,Miranda|7mer-m8|2232|2255|1.25016948133314|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-423-5p,protein_coding,PRINCIPAL,false,176,198,1.04447195106906,1,0,Miranda|7mer-m8|176|198|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4794,protein_coding,PRINCIPAL,false,690,711,1.15417730054324,1,0,Miranda|N/A|690|711|1.15417730054324|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4794,protein_coding,PRINCIPAL,false,3545,3571,1.0718982884376,1,0,Miranda|7mer-m8|3545|3571|1.0718982884376|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-7703,protein_coding,PRINCIPAL,false,54,76,1.34616166212305,1,0,Miranda|8mer|54|76|1.34616166212305|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-7703,protein_coding,PRINCIPAL,false,613,635,1.05818511975333,1,0,Miranda|N/A|613|635|1.05818511975333|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-133a-5p,protein_coding,PRINCIPAL,false,3259,3280,1.29130898738596,1,0,Miranda|7mer-m8|3259|3280|1.29130898738596|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-548aw,protein_coding,PRINCIPAL,false,838,857,1.30502215607023,1,0,Miranda|7mer-m8|838|857|1.30502215607023|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-1208,protein_coding,PRINCIPAL,false,54,74,1.05818511975333,1,0,Miranda|N/A|54|74|1.05818511975333|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4465,protein_coding,PRINCIPAL,false,3476,3497,1.33244849343877,1,0,Miranda|7mer-m8|3476|3497|1.33244849343877|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-4791,protein_coding,PRINCIPAL,false,299,316,1.04447195106906,1,0,Miranda|N/A|299|316|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-3934-3p,protein_coding,PRINCIPAL,false,1978,2001,1.11303779449042,1,0,Miranda|N/A|1978|2001|1.11303779449042|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-6737-5p,protein_coding,PRINCIPAL,false,633,652,0.18794124542675675,2,0,Rnahybrid|Offset 1-7 8mer|643|651|-0.871710769790734|;Miranda|8mer|633|652|1.20902997528032|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-519e-5p,protein_coding,PRINCIPAL,false,1818,1839,1.20902997528032,1,0,Miranda|7mer-m8|1818|1839|1.20902997528032|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-519e-5p,protein_coding,PRINCIPAL,false,3198,3219,1.09932462580615,1,0,Miranda|7mer-m8|3198|3219|1.09932462580615|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-759,protein_coding,PRINCIPAL,false,2881,2902,1.04447195106906,1,0,Miranda|7mer-m8|2881|2902|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4685-3p,protein_coding,PRINCIPAL,false,358,380,1.25016948133314,1,0,Miranda|6mer|358|380|1.25016948133314|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4685-3p,protein_coding,PRINCIPAL,false,3680,3701,1.15417730054324,1,0,Miranda|Offset 3-8 6mer|3680|3701|1.15417730054324|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4685-3p,protein_coding,PRINCIPAL,false,654,675,1.04447195106906,1,0,Miranda|8mer|654|675|1.04447195106906|;,
ENSG00000183292,-,ENST00000409982,hsa-mir-92a-2-5p,protein_coding,LONGEST,false,171,192,1.04447195106906,1,0,Miranda|N/A|171|192|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4769-5p,protein_coding,PRINCIPAL,false,2636,2658,1.05818511975333,1,0,Miranda|N/A|2636|2658|1.05818511975333|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-449b-3p,protein_coding,PRINCIPAL,false,723,744,1.04447195106906,1,0,Miranda|8mer|723|744|1.04447195106906|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-449b-5p,protein_coding,PRINCIPAL,false,559,579,1.0718982884376,1,0,Miranda|8mer|559|579|1.0718982884376|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-301b,protein_coding,PRINCIPAL,false,3658,3680,1.49700651765004,1,0,Miranda|7mer-m8|3658|3680|1.49700651765004|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-509-5p,protein_coding,PRINCIPAL,false,481,505,1.12675096317469,1,0,Miranda|7mer-m8|481|505|1.12675096317469|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-509-5p,protein_coding,PRINCIPAL,false,2500,2521,1.09932462580615,1,0,Miranda|7mer-m8|2500|2521|1.09932462580615|;,
ENSG00000183292,-,ENST00000409982,hsa-mir-4781-3p,protein_coding,LONGEST,false,157,178,1.04447195106906,1,0,Miranda|7mer-m8|157|178|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-5003-5p,protein_coding,PRINCIPAL,false,1677,1701,1.08561145712188,1,0,Miranda|7mer-m8|1677|1701|1.08561145712188|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6878-5p,protein_coding,PRINCIPAL,false,68,91,1.11303779449042,1,0,Miranda|7mer-m8|68|91|1.11303779449042|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6878-5p,protein_coding,PRINCIPAL,false,428,451,1.09932462580615,1,0,Miranda|Offset 3-8 6mer|428|451|1.09932462580615|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-513a-3p,protein_coding,PRINCIPAL,false,923,945,1.16789046922751,1,0,Miranda|7mer-m8|923|945|1.16789046922751|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-378c,protein_coding,PRINCIPAL,false,3613,3639,1.23645631264887,1,0,Miranda|7mer-m8|3613|3639|1.23645631264887|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-378c,protein_coding,PRINCIPAL,false,390,420,1.19531680659605,1,0,Miranda|8mer|390|420|1.19531680659605|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-378a-3p,protein_coding,PRINCIPAL,false,3617,3639,1.23645631264887,1,0,Miranda|7mer-m8|3617|3639|1.23645631264887|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-378a-3p,protein_coding,PRINCIPAL,false,397,420,1.09932462580615,1,0,Miranda|8mer|397|420|1.09932462580615|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-323a-5p,protein_coding,PRINCIPAL,false,2160,2179,1.11303779449042,1,0,Miranda|N/A|2160|2179|1.11303779449042|;,
ENSG00000183292,-,ENST00000409982,hsa-mir-4755-3p,protein_coding,LONGEST,false,329,336,-0.870217638844884,1,0,Rnahybrid|7mer-m8|329|336|-0.870217638844884|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6131,protein_coding,PRINCIPAL,false,3500,3518,1.04447195106906,1,0,Miranda|7mer-m8|3500|3518|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-1229-3p,protein_coding,PRINCIPAL,false,3465,3486,1.23645631264887,1,0,Miranda|N/A|3465|3486|1.23645631264887|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-6134,protein_coding,PRINCIPAL,false,94,111,1.08561145712188,1,0,Miranda|N/A|94|111|1.08561145712188|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4474-5p,protein_coding,PRINCIPAL,false,657,679,1.15417730054324,1,0,Miranda|7mer-m8|657|679|1.15417730054324|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-181b-3p,protein_coding,PRINCIPAL,false,1907,1927,1.25016948133314,1,0,Miranda|7mer-m8|1907|1927|1.25016948133314|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-181b-3p,protein_coding,PRINCIPAL,false,718,738,1.11303779449042,1,0,Miranda|7mer-m8|718|738|1.11303779449042|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-9-5p,protein_coding,PRINCIPAL,false,598,621,1.08561145712188,1,0,Miranda|6mer|598|621|1.08561145712188|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6511a-5p,protein_coding,PRINCIPAL,false,3214,3235,1.05818511975333,1,0,Miranda|7mer-m8|3214|3235|1.05818511975333|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6748-5p,protein_coding,PRINCIPAL,false,471,491,1.34616166212305,1,0,Miranda|7mer-m8|471|491|1.34616166212305|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6748-5p,protein_coding,PRINCIPAL,false,2521,2542,1.18160363791178,1,0,Miranda|7mer-m8|2521|2542|1.18160363791178|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6748-5p,protein_coding,PRINCIPAL,false,2967,2992,1.18160363791178,1,0,Miranda|7mer-m8|2967|2992|1.18160363791178|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-4651,protein_coding,PRINCIPAL,false,633,651,0.1460808442179626,2,0,Miranda|8mer|633|651|1.12675096317469|;Rnahybrid|Offset 1-7 8mer|643|650|-0.87162607726094|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-550a-5p,protein_coding,PRINCIPAL,false,2436,2458,1.2227431439646,1,0,Miranda|7mer-m8|2436|2458|1.2227431439646|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-550a-5p,protein_coding,PRINCIPAL,false,2539,2561,1.11303779449042,1,0,Miranda|N/A|2539|2561|1.11303779449042|;,
ENSG00000183292,-,ENST00000409982,hsa-mir-6832-5p,protein_coding,LONGEST,false,175,197,1.0718982884376,1,0,Miranda|7mer-m8|175|197|1.0718982884376|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4518,protein_coding,PRINCIPAL,false,1923,1947,1.15417730054324,1,0,Miranda|6mer|1923|1947|1.15417730054324|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4518,protein_coding,PRINCIPAL,false,2372,2397,1.14046413185896,1,0,Miranda|N/A|2372|2397|1.14046413185896|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4518,protein_coding,PRINCIPAL,false,2326,2348,1.08561145712188,1,0,Miranda|7mer-m8|2326|2348|1.08561145712188|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-539-5p,protein_coding,PRINCIPAL,false,707,728,1.09932462580615,1,0,Miranda|7mer-1A|707|728|1.09932462580615|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4436b-5p,protein_coding,PRINCIPAL,false,1942,1968,1.23645631264887,1,0,Miranda|7mer-m8|1942|1968|1.23645631264887|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4436b-5p,protein_coding,PRINCIPAL,false,342,361,1.15417730054324,1,0,Miranda|7mer-m8|342|361|1.15417730054324|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-1204,protein_coding,PRINCIPAL,false,303,322,1.05818511975333,1,0,Miranda|N/A|303|322|1.05818511975333|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4253,protein_coding,PRINCIPAL,false,148,165,1.11303779449042,1,0,Miranda|7mer-m8|148|165|1.11303779449042|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-4488,protein_coding,PRINCIPAL,false,103,111,-0.8702417465954311,1,0,Rnahybrid|Offset 1-7 7mer-m8|103|111|-0.870241746595431|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6801-3p,protein_coding,PRINCIPAL,false,729,750,1.05818511975333,1,0,Miranda|N/A|729|750|1.05818511975333|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6801-3p,protein_coding,PRINCIPAL,false,2946,2965,1.04447195106906,1,0,Miranda|7mer-m8|2946|2965|1.04447195106906|;,
ENSG00000183292,-,ENST00000409982,hsa-mir-639,protein_coding,LONGEST,false,284,306,1.0718982884376,1,0,Miranda|N/A|284|306|1.0718982884376|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-3142,protein_coding,PRINCIPAL,false,344,365,1.25016948133314,1,0,Miranda|7mer-m8|344|365|1.25016948133314|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-3142,protein_coding,PRINCIPAL,false,910,931,1.16789046922751,1,0,Miranda|7mer-m8|910|931|1.16789046922751|;,
ENSG00000183292,-,ENST00000409982,hsa-mir-3663-5p,protein_coding,LONGEST,false,147,166,1.09932462580615,1,0,Miranda|7mer-m8|147|166|1.09932462580615|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-186-3p,protein_coding,PRINCIPAL,false,3448,3472,1.05818511975333,1,0,Miranda|8mer|3448|3472|1.05818511975333|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4755-5p,protein_coding,PRINCIPAL,false,3680,3701,1.3187353247545,1,0,Miranda|7mer-m8|3680|3701|1.3187353247545|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4755-5p,protein_coding,PRINCIPAL,false,542,566,1.11303779449042,1,0,Miranda|N/A|542|566|1.11303779449042|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-7845-5p,protein_coding,PRINCIPAL,false,2712,2730,1.18160363791178,1,0,Miranda|7mer-m8|2712|2730|1.18160363791178|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-330-5p,protein_coding,PRINCIPAL,false,286,307,1.09932462580615,1,0,Miranda|N/A|286|307|1.09932462580615|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-30c-1-3p,protein_coding,PRINCIPAL,false,659,680,1.04447195106906,1,0,Miranda|N/A|659|680|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4727-5p,protein_coding,PRINCIPAL,false,498,518,1.14046413185896,1,0,Miranda|Offset 3-8 6mer|498|518|1.14046413185896|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4727-5p,protein_coding,PRINCIPAL,false,976,996,1.11303779449042,1,0,Miranda|7mer-m8|976|996|1.11303779449042|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4727-5p,protein_coding,PRINCIPAL,false,2592,2611,1.05818511975333,1,0,Miranda|N/A|2592|2611|1.05818511975333|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4727-5p,protein_coding,PRINCIPAL,false,521,540,1.04447195106906,1,0,Miranda|N/A|521|540|1.04447195106906|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4732-3p,protein_coding,PRINCIPAL,false,93,116,1.18160363791178,1,0,Miranda|7mer-m8|93|116|1.18160363791178|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-4732-3p,protein_coding,PRINCIPAL,false,2609,2628,1.11303779449042,1,0,Miranda|Offset 3-8 6mer|2609|2628|1.11303779449042|;,
ENSG00000183292,-,ENST00000409982,hsa-mir-3670,protein_coding,LONGEST,false,283,310,1.15417730054324,1,0,Miranda|Offset 3-8 6mer|283|310|1.15417730054324|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-365b-3p,protein_coding,PRINCIPAL,false,2212,2234,1.16789046922751,1,0,Miranda|7mer-m8|2212|2234|1.16789046922751|;,
ENSG00000197951,-,ENST00000328070,kshv-mir-k12-1-5p,protein_coding,PRINCIPAL,false,3437,3457,0.0,1,0,Miranda|7mer-m8|3437|3457|0.0|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6511a-3p,protein_coding,PRINCIPAL,false,3425,3445,1.0718982884376,1,0,Miranda|Offset 3-8 6mer|3425|3445|1.0718982884376|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-22-3p,protein_coding,PRINCIPAL,false,789,807,1.37358799949159,1,0,Miranda|7mer-m8|789|807|1.37358799949159|;,
ENSG00000197951,-,ENST00000328070,kshv-mir-k12-9-3p,protein_coding,PRINCIPAL,false,-3,2,0.0,2,0,Microtar|8mer|-3|2|0.0|;Microtar|7mer-m8|-3|2|0.0|;,
ENSG00000197951,-,ENST00000328070,kshv-mir-k12-9-3p,protein_coding,PRINCIPAL,false,30,35,0.0,1,0,Microtar|8mer|30|35|0.0|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-127-5p,protein_coding,PRINCIPAL,false,786,810,1.0718982884376,1,0,Miranda|Offset 3-8 6mer|786|810|1.0718982884376|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-3121-3p,protein_coding,PRINCIPAL,false,3327,3350,1.08561145712188,1,0,Miranda|8mer|3327|3350|1.08561145712188|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-3975,protein_coding,PRINCIPAL,false,859,879,1.0718982884376,1,0,Miranda|N/A|859|879|1.0718982884376|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6129,protein_coding,PRINCIPAL,false,376,394,1.14046413185896,1,0,Miranda|7mer-m8|376|394|1.14046413185896|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6129,protein_coding,PRINCIPAL,false,2987,3005,1.09932462580615,1,0,Miranda|N/A|2987|3005|1.09932462580615|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6129,protein_coding,PRINCIPAL,false,1131,1154,1.0718982884376,1,0,Miranda|7mer-m8|1131|1154|1.0718982884376|;,
ENSG00000197951,-,ENST00000328070,hsa-mir-6129,protein_coding,PRINCIPAL,false,1065,1083,1.04447195106906,1,0,Miranda|N/A|1065|1083|1.04447195106906|;,
ENSG00000183647,-,ENST00000332854,hsa-mir-506-5p,protein_coding,PRINCIPAL,false,128,149,1.08561145712188,1,0,Miranda|N/A|128|149|1.08561145712188|;,
ENSG00000183292,-,ENST00000409982,hsa-mir-150-5p,protein_coding,LONGEST,false,100,123,1.08561145712188,1,0,Miranda|7mer-m8|100|123|1.08561145712188|;,
