#Input Gene: The gene identifier provided in the query by the user
#Input Mirna: The miRNA identifier provided in the query by the user
#Transcript: The transcript in the prediction group
#Mirna: The miRNA in the prediction group
#ENCODE isoform: whether the isoform is the ENCODE principal isoform.
#Amplified UTR: whether the transcript UTR is known or was amplified.
#Start: The binding start position of the prediction group (if the group has more than one prediction, this is the left most position).
#Stop: The binding end position of the prediction group (if the group has more than one prediction, this is the right most position).
#Agreement: The agreement score, which is a weighted mean (using each method's experimental AUC) of the computational methods scores in the prediction group.
#Computational Predictions: number of computational methods supporting this prediction group.
#Confirmed Predictions: number of confirmed databases of gene-miRNA biding supporting this prediction group.
#Computational Predictions (method|target-site|start|stop|score): details of the computational predictions supporting this prediction group.
#Confirmed predictions (method|type|PMID): detail of the cofirmed database entries supporting this prediction group.
Input Gene,Input Mirna,Transcript,Mirna,biotype,ENCODE isoform,Amplified UTR,Start,Stop,Agreement,Computational Predictions,Confirmed Predictions,Computational Predictions (method|target-site|start|stop|score),Confirmed predictions (method|type|PMID)
ENSG00000239857,-,ENST00000265857,hsa-mir-6501-3p,protein_coding,PRINCIPAL,false,642,665,1.04447195106906,1,0,Miranda|N/A|642|665|1.04447195106906|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-4323,protein_coding,PRINCIPAL,false,216,233,0.1379505226780797,2,0,Miranda|7mer-m8|216|233|1.11303779449042|;Rnahybrid|Offset 1-7 7mer-m8|224|232|-0.873962705212559|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-7111-5p,protein_coding,LONGEST,false,115,123,-0.873168411056028,1,0,Rnahybrid|Offset 1-7 7mer-m8|115|123|-0.873168411056028|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-130a-5p,protein_coding,PRINCIPAL,false,107,129,1.34616166212305,1,0,Miranda|7mer-m8|107|129|1.34616166212305|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-6840-3p,protein_coding,PRINCIPAL,false,50,71,1.20902997528032,1,0,Miranda|7mer-m8|50|71|1.20902997528032|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-4723-5p,protein_coding,LONGEST,false,100,108,-0.8711496406413419,1,0,Rnahybrid|Offset 1-7 7mer-m8|100|108|-0.871149640641342|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-4767,protein_coding,LONGEST,false,128,134,-0.874387580317904,1,0,Rnahybrid|Offset 1-7 7mer-m8|128|134|-0.874387580317904|;,
ENSG00000163235,-,ENST00000445399,ebv-mir-bart15,protein_coding,LONGEST,false,3,8,0.0,1,0,Microtar|8mer|3|8|0.0|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-3144-5p,protein_coding,PRINCIPAL,false,490,511,0.10373028581732259,2,0,Rnahybrid|Offset 1-7 7mer-m8|503|510|-0.872540210798602|;Miranda|7mer-m8|490|511|1.04447195106906|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-4419a,protein_coding,PRINCIPAL,false,182,198,0.13359072441784545,2,0,Rnahybrid|Offset 1-7 7mer-m8|190|197|-0.868615885889886|;Miranda|7mer-m8|182|198|1.09932462580615|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-4522,protein_coding,PRINCIPAL,false,408,428,1.04447195106906,1,0,Miranda|7mer-m8|408|428|1.04447195106906|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-1248,protein_coding,PRINCIPAL,false,946,972,1.14046413185896,1,0,Miranda|N/A|946|972|1.14046413185896|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-372-5p,protein_coding,PRINCIPAL,false,368,389,1.19531680659605,1,0,Miranda|8mer|368|389|1.19531680659605|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-4715-3p,protein_coding,PRINCIPAL,false,138,162,1.14046413185896,1,0,Miranda|N/A|138|162|1.14046413185896|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-4632-5p,protein_coding,PRINCIPAL,false,15,22,-0.8715409733360852,1,0,Rnahybrid|Offset 1-7 8mer|15|22|-0.871540973336085|;,
ENSG00000239857,-,ENST00000265857,kshv-mir-k12-1-3p,protein_coding,PRINCIPAL,false,388,409,0.0,1,0,Miranda|7mer-m8|388|409|0.0|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-4735-5p,protein_coding,PRINCIPAL,false,284,305,1.16789046922751,1,0,Miranda|8mer|284|305|1.16789046922751|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-4799-3p,protein_coding,PRINCIPAL,false,105,126,1.05818511975333,1,0,Miranda|N/A|105|126|1.05818511975333|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-6751-3p,protein_coding,PRINCIPAL,false,135,155,1.08561145712188,1,0,Miranda|7mer-m8|135|155|1.08561145712188|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-3940-5p,protein_coding,LONGEST,false,16,35,0.207620598686615,2,0,Rnahybrid|Offset 1-7 8mer|26|34|-0.87430205128482|;Miranda|8mer|16|35|1.25016948133314|;,
ENSG00000239857,-,ENST00000265857,ebv-mir-bart7-5p,protein_coding,PRINCIPAL,false,775,799,0.0,1,0,Miranda|7mer-m8|775|799|0.0|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-128-2-5p,protein_coding,PRINCIPAL,false,8,13,-0.8724486616844661,1,0,Rnahybrid|Offset 1-6 7mer-1A|8|13|-0.872448661684466|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-4424,protein_coding,LONGEST,false,282,306,1.14046413185896,1,0,Miranda|7mer-m8|282|306|1.14046413185896|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-6782-5p,protein_coding,LONGEST,false,61,67,-0.8706105622671949,1,0,Rnahybrid|Offset 1-7 7mer-m8|61|67|-0.870610562267195|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-6818-3p,protein_coding,PRINCIPAL,false,11,31,1.23645631264887,1,0,Miranda|N/A|11|31|1.23645631264887|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-6818-3p,protein_coding,PRINCIPAL,false,373,394,1.0718982884376,1,0,Miranda|8mer|373|394|1.0718982884376|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-4325,protein_coding,LONGEST,false,298,315,1.05818511975333,1,0,Miranda|7mer-m8|298|315|1.05818511975333|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-662,protein_coding,LONGEST,false,50,70,1.05818511975333,1,0,Miranda|N/A|50|70|1.05818511975333|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-4681,protein_coding,LONGEST,false,90,109,1.09932462580615,1,0,Miranda|Offset 3-8 6mer|90|109|1.09932462580615|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6779-5p,protein_coding,PRINCIPAL,false,59,82,0.20016908264313524,2,0,Rnahybrid|Offset 1-7 7mer-m8|73|81|-0.875255431911256|;Miranda|7mer-m8|59|82|1.23645631264887|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-4728-5p,protein_coding,PRINCIPAL,false,58,81,0.18619529470181123,2,0,Rnahybrid|Offset 1-7 8mer|73|80|-0.875268610266362|;Miranda|8mer|58|81|1.20902997528032|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-328-3p,protein_coding,PRINCIPAL,false,50,56,-0.868731666173088,1,0,Rnahybrid|7mer-m8|50|56|-0.868731666173088|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-6854-3p,protein_coding,PRINCIPAL,false,58,66,-0.870024913972195,1,0,Rnahybrid|Offset 1-7 7mer-m8|58|66|-0.870024913972195|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-4633-3p,protein_coding,PRINCIPAL,false,57,78,1.12675096317469,1,0,Miranda|N/A|57|78|1.12675096317469|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-4313,protein_coding,LONGEST,false,54,59,-0.8691295949019681,1,0,Rnahybrid|Offset 1-6 6mer|54|59|-0.869129594901968|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-4779,protein_coding,PRINCIPAL,false,73,79,-0.872719249928944,1,0,Rnahybrid|7mer-m8|73|79|-0.872719249928944|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-31-5p,protein_coding,PRINCIPAL,false,321,341,1.19531680659605,1,0,Miranda|8mer|321|341|1.19531680659605|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-1228-5p,protein_coding,PRINCIPAL,false,14,21,-0.868783680221907,1,0,Rnahybrid|7mer-m8|14|21|-0.868783680221907|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-1266-5p,protein_coding,PRINCIPAL,false,79,104,0.18202434663138084,2,0,Miranda|7mer-m8|79|104|1.19531680659605|;Rnahybrid|Offset 1-7 7mer-m8|95|103|-0.869536958290903|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6745,protein_coding,PRINCIPAL,false,29,35,-0.871126684796965,1,0,Rnahybrid|7mer-m8|29|35|-0.871126684796965|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-3622b-5p,protein_coding,PRINCIPAL,false,64,72,-0.874709702650297,1,0,Rnahybrid|Offset 1-7 7mer-m8|64|72|-0.874709702650297|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-4698,protein_coding,PRINCIPAL,false,749,774,1.26388265001741,1,0,Miranda|7mer-m8|749|774|1.26388265001741|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6735-5p,protein_coding,PRINCIPAL,false,51,78,0.29842598398126746,2,0,Rnahybrid|Offset 1-7 7mer-m8|70|77|-0.87426577995365|;Miranda|7mer-m8|51|78|1.42844067422868|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-577,protein_coding,PRINCIPAL,false,715,735,1.05818511975333,1,0,Miranda|N/A|715|735|1.05818511975333|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-3127-5p,protein_coding,PRINCIPAL,false,81,103,0.14755645713779791,2,0,Rnahybrid|Offset 1-7 7mer-m8|94|102|-0.868619122197696|;Miranda|7mer-m8|81|103|1.12675096317469|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-4643,protein_coding,PRINCIPAL,false,83,104,1.04447195106906,1,0,Miranda|7mer-m8|83|104|1.04447195106906|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6789-5p,protein_coding,PRINCIPAL,false,11,16,-0.8733822679216598,1,0,Rnahybrid|Offset 3-8 7mer-1A|11|16|-0.87338226792166|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-6510-5p,protein_coding,PRINCIPAL,false,194,215,0.18852970727500656,2,0,Miranda|7mer-m8|194|215|1.20902997528032|;Rnahybrid|Offset 1-7 7mer-m8|206|214|-0.870511621755138|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-6510-5p,protein_coding,PRINCIPAL,false,617,638,1.05818511975333,1,0,Miranda|7mer-m8|617|638|1.05818511975333|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-6855-5p,protein_coding,LONGEST,false,34,42,-0.870232449067063,1,0,Rnahybrid|Offset 1-7 8mer|34|42|-0.870232449067063|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-5681a,protein_coding,PRINCIPAL,false,986,1007,1.11303779449042,1,0,Miranda|7mer-m8|986|1007|1.11303779449042|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-4446-3p,protein_coding,LONGEST,false,60,67,-0.873858827959775,1,0,Rnahybrid|7mer-m8|60|67|-0.873858827959775|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-8089,protein_coding,PRINCIPAL,false,12,18,-0.8709827513784539,1,0,Rnahybrid|Offset 1-7 7mer-m8|12|18|-0.870982751378454|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6751-5p,protein_coding,PRINCIPAL,false,82,89,-0.87485329323959,1,0,Rnahybrid|7mer-m8|82|89|-0.87485329323959|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-146a-3p,protein_coding,PRINCIPAL,false,38,60,0.21581789902203383,2,0,Miranda|7mer-m8|38|60|1.26388265001741|;Rnahybrid|Offset 1-7 7mer-m8|52|59|-0.871828936165286|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-6832-3p,protein_coding,PRINCIPAL,false,840,861,1.23645631264887,1,0,Miranda|7mer-m8|840|861|1.23645631264887|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-6832-3p,protein_coding,PRINCIPAL,false,670,689,1.11303779449042,1,0,Miranda|8mer|670|689|1.11303779449042|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-3664-3p,protein_coding,PRINCIPAL,false,25,46,1.04447195106906,1,0,Miranda|N/A|25|46|1.04447195106906|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-6779-5p,protein_coding,PRINCIPAL,false,192,199,-0.8704922999004621,1,0,Rnahybrid|7mer-m8|192|199|-0.870492299900462|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-6775-3p,protein_coding,PRINCIPAL,false,420,439,1.09932462580615,1,0,Miranda|7mer-m8|420|439|1.09932462580615|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-6820-5p,protein_coding,PRINCIPAL,false,14,20,-0.872162988954435,1,0,Rnahybrid|Offset 3-9 7mer-m8|14|20|-0.872162988954435|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-450a-1-3p,protein_coding,PRINCIPAL,false,182,203,1.04447195106906,1,0,Miranda|7mer-m8|182|203|1.04447195106906|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-6816-5p,protein_coding,PRINCIPAL,false,14,22,-0.8716703982221271,1,0,Rnahybrid|Offset 1-7 8mer|14|22|-0.871670398222127|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-181d-3p,protein_coding,LONGEST,false,50,56,-0.873017429068815,1,0,Rnahybrid|Offset 3-9 7mer-m8|50|56|-0.873017429068815|;,
ENSG00000206503,-,ENST00000376809,ebv-mir-bart18-5p,protein_coding,PRINCIPAL,false,-4,1,0.0,1,0,Microtar|7mer-m8|-4|1|0.0|;,
ENSG00000206503,-,ENST00000376809,ebv-mir-bart18-5p,protein_coding,PRINCIPAL,false,58,63,0.0,1,0,Microtar|Offset 1-7 8mer|58|63|0.0|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-4741,protein_coding,LONGEST,false,111,133,0.16534137307334337,2,0,Rnahybrid|Offset 1-7 7mer-m8|124|132|-0.875070825234429|;Miranda|N/A|111|133|1.16789046922751|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-3677-3p,protein_coding,PRINCIPAL,false,63,70,-0.8688049767728742,1,0,Rnahybrid|7mer-m8|63|70|-0.868804976772874|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6870-5p,protein_coding,PRINCIPAL,false,81,86,-0.870644831475737,1,0,Rnahybrid|Offset 1-6 6mer|81|86|-0.870644831475737|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-3681-3p,protein_coding,PRINCIPAL,false,157,180,1.11303779449042,1,0,Miranda|7mer-m8|157|180|1.11303779449042|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-4740-3p,protein_coding,PRINCIPAL,false,287,308,1.19531680659605,1,0,Miranda|N/A|287|308|1.19531680659605|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6862-5p,protein_coding,PRINCIPAL,false,56,61,-0.871733643356099,1,0,Rnahybrid|Offset 1-6 7mer-1A|56|61|-0.871733643356099|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-4524a-3p,protein_coding,PRINCIPAL,false,234,255,1.05818511975333,1,0,Miranda|8mer|234|255|1.05818511975333|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-6775-5p,protein_coding,LONGEST,false,33,56,0.1932040696685258,2,0,Miranda|7mer-m8|33|56|1.2227431439646|;Rnahybrid|Offset 1-7 7mer-m8|47|55|-0.875217432720832|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6887-5p,protein_coding,PRINCIPAL,false,81,86,-0.873115793627787,1,0,Rnahybrid|Offset 1-6 6mer|81|86|-0.873115793627787|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-6777-5p,protein_coding,LONGEST,false,120,141,0.2071848966754659,2,0,Miranda|8mer|120|141|1.25016948133314|;Rnahybrid|Offset 1-7 8mer|132|140|-0.875189910391283|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-548j-5p,protein_coding,PRINCIPAL,false,306,327,1.0718982884376,1,0,Miranda|7mer-m8|306|327|1.0718982884376|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-566,protein_coding,LONGEST,false,55,62,-0.875200181554628,1,0,Rnahybrid|Offset 1-7 7mer-m8|55|62|-0.875200181554628|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-92b-5p,protein_coding,PRINCIPAL,false,318,340,1.08561145712188,1,0,Miranda|N/A|318|340|1.08561145712188|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-7158-5p,protein_coding,LONGEST,false,1,11,1.04447195106906,1,0,Miranda|7mer-m8|1|11|1.04447195106906|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-3064-5p,protein_coding,PRINCIPAL,false,413,435,1.0718982884376,1,0,Miranda|7mer-m8|413|435|1.0718982884376|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-7849-3p,protein_coding,LONGEST,false,79,103,1.23645631264887,1,0,Miranda|7mer-m8|79|103|1.23645631264887|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-3173-3p,protein_coding,PRINCIPAL,false,270,290,1.04447195106906,1,0,Miranda|N/A|270|290|1.04447195106906|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-6875-5p,protein_coding,LONGEST,false,157,165,-0.871056267675771,1,0,Rnahybrid|Offset 1-7 7mer-m8|157|165|-0.871056267675771|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-182-3p,protein_coding,PRINCIPAL,false,289,309,1.12675096317469,1,0,Miranda|7mer-m8|289|309|1.12675096317469|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6845-5p,protein_coding,PRINCIPAL,false,7,12,-0.8748693102206129,1,0,Rnahybrid|Offset 1-6 7mer-1A|7|12|-0.874869310220613|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-3656,protein_coding,LONGEST,false,128,134,-0.872630169185171,1,0,Rnahybrid|Offset 1-7 7mer-m8|128|134|-0.872630169185171|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-660-5p,protein_coding,LONGEST,false,140,161,1.08561145712188,1,0,Miranda|N/A|140|161|1.08561145712188|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-518c-5p,protein_coding,PRINCIPAL,false,199,223,1.19531680659605,1,0,Miranda|8mer|199|223|1.19531680659605|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-518c-5p,protein_coding,PRINCIPAL,false,404,426,1.19531680659605,1,0,Miranda|7mer-m8|404|426|1.19531680659605|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-6882-5p,protein_coding,PRINCIPAL,false,43,64,1.08561145712188,1,0,Miranda|Offset 3-8 6mer|43|64|1.08561145712188|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-526b-5p,protein_coding,LONGEST,false,65,89,1.23645631264887,1,0,Miranda|7mer-m8|65|89|1.23645631264887|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-6806-5p,protein_coding,PRINCIPAL,false,567,589,1.09932462580615,1,0,Miranda|7mer-m8|567|589|1.09932462580615|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-503-5p,protein_coding,PRINCIPAL,false,640,662,1.0718982884376,1,0,Miranda|7mer-m8|640|662|1.0718982884376|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-663b,protein_coding,PRINCIPAL,false,51,58,-0.874050469492138,1,0,Rnahybrid|Offset 1-7 8mer|51|58|-0.874050469492138|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-2467-3p,protein_coding,PRINCIPAL,false,11,19,-0.870558068257471,1,0,Rnahybrid|Offset 1-7 7mer-m8|11|19|-0.870558068257471|;,
ENSG00000206503,-,ENST00000376809,kshv-mir-k12-3-5p,protein_coding,PRINCIPAL,false,-4,1,0.0,1,0,Microtar|7mer-m8|-4|1|0.0|;,
ENSG00000206503,-,ENST00000376809,kshv-mir-k12-3-5p,protein_coding,PRINCIPAL,false,123,128,0.0,1,0,Microtar|Offset 1-7 8mer|123|128|0.0|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-6763-5p,protein_coding,PRINCIPAL,false,183,202,0.1609990513460144,2,0,Miranda|8mer|183|202|1.15417730054324|;Rnahybrid|Offset 1-7 8mer|194|201|-0.869688392812683|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-6840-5p,protein_coding,PRINCIPAL,false,323,346,0.14685714682978077,2,0,Miranda|6mer|323|346|1.12675096317469|;Rnahybrid|Offset 1-7 7mer-m8|337|345|-0.870044153547859|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-652-3p,protein_coding,LONGEST,false,56,63,-0.8742851703741689,1,0,Rnahybrid|7mer-m8|56|63|-0.874285170374169|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-4433b-3p,protein_coding,PRINCIPAL,false,267,288,1.45586701159722,1,0,Miranda|7mer-m8|267|288|1.45586701159722|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-4433b-3p,protein_coding,PRINCIPAL,false,346,366,1.05818511975333,1,0,Miranda|N/A|346|366|1.05818511975333|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-875-5p,protein_coding,PRINCIPAL,false,219,240,1.16789046922751,1,0,Miranda|N/A|219|240|1.16789046922751|;,
ENSG00000110011,-,ENST00000321460,ebv-mir-bart20-5p,protein_coding,LONGEST,false,89,95,0.0,1,0,Rnahybrid|8mer|89|95|0.0|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-873-5p,protein_coding,PRINCIPAL,false,21,44,1.18160363791178,1,0,Miranda|7mer-m8|21|44|1.18160363791178|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-5787,protein_coding,PRINCIPAL,false,413,433,0.1465187064012576,2,0,Rnahybrid|Offset 1-7 8mer|425|432|-0.870733816227329|;Miranda|8mer|413|433|1.12675096317469|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-4640-5p,protein_coding,PRINCIPAL,false,79,100,0.20811494836209615,2,0,Rnahybrid|Offset 1-7 7mer-m8|91|99|-0.873294681913273|;Miranda|7mer-m8|79|100|1.25016948133314|;,
ENSG00000239857,-,ENST00000265857,hsa-mir-4640-5p,protein_coding,PRINCIPAL,false,390,413,1.23645631264887,1,0,Miranda|7mer-m8|390|413|1.23645631264887|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-6846-5p,protein_coding,LONGEST,false,61,69,-0.875010679276579,1,0,Rnahybrid|Offset 1-7 7mer-m8|61|69|-0.875010679276579|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-6835-5p,protein_coding,LONGEST,false,63,69,-0.8703156880009769,1,0,Rnahybrid|Offset 1-7 7mer-m8|63|69|-0.870315688000977|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-3155b,protein_coding,LONGEST,false,86,94,-0.8730253141408079,1,0,Rnahybrid|Offset 1-7 7mer-m8|86|94|-0.873025314140808|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-6869-3p,protein_coding,LONGEST,false,1,6,-0.873523815248819,1,0,Rnahybrid|Offset 1-6 7mer-1A|1|6|-0.873523815248819|;,
ENSG00000163235,-,ENST00000445399,hsa-mir-5589-5p,protein_coding,LONGEST,false,301,321,0.16777973636035834,2,0,Miranda|N/A|301|321|1.16789046922751|;Rnahybrid|Offset 1-7 7mer-m8|312|320|-0.870102009406538|;,
ENSG00000206503,-,ENST00000376809,hsa-mir-1293,protein_coding,PRINCIPAL,false,127,148,0.17316987616855828,2,0,Miranda|7mer-m8|127|148|1.18160363791178|;Rnahybrid|Offset 1-7 7mer-m8|139|147|-0.873349232898299|;,
ENSG00000110011,-,ENST00000321460,hsa-mir-4260,protein_coding,LONGEST,false,36,43,-0.8745089830002649,1,0,Rnahybrid|Offset 1-7 7mer-m8|36|43|-0.874508983000265|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-3714,protein_coding,PRINCIPAL,false,1,23,0.16640501222809168,2,0,Rnahybrid|Offset 1-7 8mer|15|22|-0.872903376644868|;Miranda|8mer|1|23|1.16789046922751|;,
ENSG00000127415,-,ENST00000453894,hsa-mir-6812-5p,protein_coding,PRINCIPAL,false,67,90,0.17972486020596304,2,0,Rnahybrid|7mer-m8|81|88|-0.874222775456656|;Miranda|Offset 3-8 6mer|67|90|1.19531680659605|;,
ENSG00000109536,-,ENST00000226798,hsa-mir-4514,protein_coding,PRINCIPAL,false,14,21,-0.872418506426529,1,0,Rnahybrid|7mer-m8|14|21|-0.872418506426529|;,
